3	0	1	1	-1	0	4	3	0	0	0	0	1	0	0	0	9	0	 
3	0	1	1	2	2	4	3	0	0	0	0	0	0	0	0	1	0	 
4	0	1	1	-1	4	5	0	1	1	0.5	0	0	0	0	0	7	0	 
4	0	1	1	0	0	2	5	0	0	0	0	0	0	0	0	7	0	 
4	0	1	1	-7	2	3	2	25	16	0.61	0	0	0	0	0	8	0	 
2	1	0	1	1	2	4	1	0	0	0	0	0	0	0	1	2	0.5	 
3	0	1	1	1	6	4	3	0	0	0	0	0	0	0	0	2	0	 
5	0	1	1	1	2	12	10	0	0	0	0	0	0	0	0	9	0	 
5	0	1	1	0	2	4	9	0	0	0	0	0	0	0	0	3	0	 
4	0	1	1	2	0	9	9	0	0	0	0	0	0	0	0	6	0	 
3	0	1	1	1	0	5	7	0	0	0	0	0	0	0	0	3	0	 
5	0	1	1	-2	0	8	5	1	1	0.5	0	0	0	0	0	15	0	 
3	1	0	1	3	0	1	3	0	0	0	0	0	0	0	0	5	0.2	 
3	0	1	1	1	0	9	4	0	0	0	0	1	0	0	0	7	0	 
3	0	1	1	1	2	1	0	0	1	0	0	0	0	0	0	2	0	 
3	0	1	1	1	0	2	6	0	0	0	0	0	0	0	0	1	0	 
4	0	1	1	1	2	7	1	0	1	0	0	0	0	0	0	6	0	 
5	1	0	1	-4	11	3	2	52	53	0.495	0	0	0	0	0	16	0.063	 
5	0	1	1	-3	0	1	4	8	12	0.4	0	0	0	0	0	8	0	 
4	1	0	1	-5	0	8	3	0	0	0	1	0	0	0	0	3	0.333	 
2	1	0	1	-2	2	2	0	0	0	0	1	0	0	0	0	3	0.333	 
5	0	1	1	-4	5	11	3	0	1	0	0	0	0	0	0	3	0	 
4	0	1	1	1	9	6	3	21	18	0.538	0	0	0	0	0	2	0	 
5	1	0	1	2	2	3	2	8	2	0.8	0	0	0	0	0	7	0.143	 
5	0	1	1	1	4	9	5	0	0	0	0	0	0	0	0	0	0	 
